,negativo_score
recebi empresa nao mi,6.0004491128414654e-05
empresa nao mi da,6.0004491128414654e-05
chegasse,7.729508645234908e-05
pra ir,5.998381145621301e-05
cor da foto,6.629471716944937e-05
que comprei ou lannister,5.998183484454734e-05
lannister deve devolver meu,5.998183484454734e-05
produtoq que comprei ou,5.998183484454734e-05
ou lannister deve devolver,5.998183484454734e-05
quero produtoq que comprei,5.998183484454734e-05
deve devolver meu dinheiro,5.998183484454734e-05
ainda quero produtoq que,5.998183484454734e-05
comprei ou lannister deve,5.998183484454734e-05
porém dessa,5.997544309693568e-05
aguardo uma posição,5.995205976805598e-05
fora do prazo de,6.97567538628106e-05
inferior do,5.9936907975785524e-05
do carro,9.596305549572213e-05
dos produtos só,8.221145690765622e-05
em contato pra,5.990656453620671e-05
pra entrar em contato,5.988595323317281e-05
problema seja,5.988003458859126e-05
reclameaqui,5.986041749073781e-05
produto veio amassado,7.991459784681263e-05
materiais,7.919878807880356e-05
de relógio,7.849266931771251e-05
em uma agência,6.633315623831554e-05
03 ainda não recebi,5.9819377628144254e-05
entregue site,5.9818029565429195e-05
pedi mais,6.721878588380084e-05
sem nf,5.97894514705384e-05
fico no aguardo de,5.9772694896786885e-05
comprei outros produtos,8.223678024548002e-05
impressão que,9.794803651454196e-05
minha situação,5.975950310810512e-05
qualidade as,6.906363384633462e-05
compro muito,9.098095304312135e-05
para entrega no,5.9748499953061966e-05
com apenas um,7.161476546355568e-05
foi de dois,5.973725924355642e-05
acontecido isso,5.973615900863077e-05
apenas na nota,5.973162325056149e-05
informa que produto foi,5.972951886716999e-05
enviou apenas,5.972795069000339e-05
informaçao sobre,5.972372831732307e-05
unidades já entrei em,5.971641967095736e-05
resistência,0.00011633912848209433
vai dar,6.5299918099904e-05
vendedor mas,5.963464024582592e-05
infantis,6.677312010912498e-05
data para entrega,6.548375880406496e-05
ser um pouco melhor,6.731281656868174e-05
stark nem,5.960467915414026e-05
receber mercadoria,6.6414623072037e-05
mostra uma,5.9576840146330584e-05
empresa já,5.9561570629176805e-05
veio riscada,5.956084563928408e-05
comprar com esta,5.955713867762269e-05
frete já,5.955305090591477e-05
chegaria até,5.954062298199791e-05
que produto já foi,5.953149051598964e-05
cancelamento deste,5.950870842685738e-05
produto horrível,7.637837922762677e-05
com as pontas,5.950324567250139e-05
em 24,6.66767740449773e-05
verifiquem,7.284769492333382e-05
gostaria de saber motivo,7.851078525483894e-05
foi feita por,5.946422536753541e-05
acessar,8.05500441868443e-05
contato vezes,5.945631881804525e-05
na outra,6.732697023717488e-05
nesse pedido,7.015368825329473e-05
para barba,5.942073300349587e-05
segundo produto que,8.446368085468308e-05
site uma,5.938969621261494e-05
armação,7.809794707866574e-05
muito para entregar,8.083119161374677e-05
novo prazo,5.936585436306606e-05
não tem em estoque,5.9360941237471645e-05
da impressora,7.527168096073819e-05
compra de dois produtos,8.04400173860439e-05
está constando que,5.935788966705868e-05
caro que produto,6.871067164963346e-05
chegou mas consta,5.932651048470186e-05
em contato mas não,5.932454540854097e-05
não se responsabiliza pela,5.932362823527676e-05
só capa,6.671711368640827e-05
chegou na minha residência,6.546191836000198e-05
deixando muito,7.264038623935621e-05
efetivado,5.9308701200910916e-05
como será resolvido,5.9280659741067565e-05
molhada,5.9278958934658375e-05
se já,5.926665033546481e-05
para conseguir,6.815260582797384e-05
do prazo demorou muito,5.921249485801343e-05
ainda aguardo entrega deste,5.9209950716694906e-05
produto não foram entregues,5.9209950716694906e-05
foram entregues nenhuma das,5.9209950716694906e-05
entregues nenhuma das unidades,5.9209950716694906e-05
nenhuma das unidades compradas,5.9209950716694906e-05
não foram entregues nenhuma,5.9209950716694906e-05
entrega deste produto não,5.9209950716694906e-05
deste produto não foram,5.9209950716694906e-05
avisos,5.9192780342022464e-05
consta que recebi,5.919131849579549e-05
não estou sendo,5.919022219045834e-05
sem meu,5.919003259972216e-05
corresponde ao produto,6.623005291647721e-05
metade do pedido ou,5.9172254660981486e-05
sensor,7.372207789454342e-05
site hoje,5.916121474704259e-05
pedidos de,5.915819161274995e-05
na internet,0.00018528603505421626
já tá,5.912965995002137e-05
da parte de,5.912733638694864e-05
que foi adquirido,7.108784510558071e-05
site estava,7.02753666155464e-05
hoje nao recebi produto,5.910065471746581e-05
comprei tres produtos so,6.830450295251911e-05
esperança de,5.907640876806751e-05
me foi enviado outro,5.907466365216017e-05
eu ir retirar,5.90572487498421e-05
com total,6.746757515341256e-05
só fui,5.905556224201079e-05
nada foi feito,5.905507513767247e-05
vezes com,7.273825208418593e-05
fitas,5.9048765823489565e-05
foi pior,5.9039507014245185e-05
nao dao,5.903376889038041e-05
separado por,5.9030285088706286e-05
mês passado,5.901832588465729e-05
com fio,5.901238285188921e-05
ja tentei,5.900931295135146e-05
poliéster,6.738668727023898e-05
saber status da compra,5.898220932176931e-05
existe pós venda impossível,5.898220932176931e-05
venda impossível saber status,5.898220932176931e-05
status da compra péssimo,5.898220932176931e-05
não existe pós venda,5.898220932176931e-05
pós venda impossível saber,5.898220932176931e-05
impossível saber status da,5.898220932176931e-05
da compra péssimo vendedor,5.898220932176931e-05
no dia 25,6.466231886678283e-05
está dentro do prazo,9.428036992588326e-05
solicitamos,5.8952306648863454e-05
agente,9.367362089443661e-05
de defesa do consumidor,5.893145653553294e-05
minha última compra,5.893018801264201e-05
quero saber se vao,5.892896322035827e-05
recebi outro produto que,5.891791157167662e-05
não me retornaram,5.891764180757232e-05
produto muito pequeno,7.567962513718715e-05
mostra ser,5.8899742787202385e-05
que transportadora,6.555495211493494e-05
com vários defeitos,5.888652791691567e-05
recarregado,5.8877579186735585e-05
pra ter chegado dia,5.8872356711419966e-05
foi entregue mais,5.884195927046042e-05
produto não de,6.982000305345463e-05
na semana,6.754345103018389e-05
quero ficar,5.881770138534362e-05
descolou,6.703838260963852e-05
jogos de cama só,5.8806612199530564e-05
meu produto mais,6.542069017706267e-05
ser enviado,7.977197853538195e-05
pc,0.0001039831036646662
vendido em,5.877422642506329e-05
quando comprei produto,5.876701884937097e-05
não foi entregue foi,5.876498103090845e-05
apenas duas unidades,5.8764326723358494e-05
esperava mais do produto,8.475022129029939e-05
buscar produto nos correios,5.8745693330043606e-05
tenho esperança,5.8742099959277856e-05
muito atraso,8.251508003710824e-05
eu recebi somente,7.377288543818653e-05
informado pela,5.870067738185894e-05
do produto dizia que,5.8700464341673236e-05
uma reclamação estou,5.869849775732637e-05
poderá,8.443972703060626e-05
chegar em minha,5.8693380898842695e-05
conversor,6.60167447930312e-05
primeira vez que tenho,6.655491525635478e-05
porém recebemos apenas,5.865503729391245e-05
presente só recebi ainda,5.8648326262053525e-05
comprei cadeiras ate presente,5.8648326262053525e-05
ate presente só recebi,5.8648326262053525e-05
recebi ainda aguardando cadeira,5.8648326262053525e-05
cadeiras ate presente só,5.8648326262053525e-05
só recebi ainda aguardando,5.8648326262053525e-05
falha na,6.85468200468098e-05
em transporte,7.114563896835073e-05
porém não chegou,6.715756135609021e-05
30cm,6.846070660275648e-05
esta em atraso,5.862285085276277e-05
embalagem individual,5.8611977161836186e-05
vai fazer um mês,5.859096056332901e-05
fazer devolução do produto,6.493513120829274e-05
não recebi outra,5.856296738052888e-05
não estava violada,5.856183424406272e-05
reconhecido pela impressora,5.8558223944642606e-05
que veio errado,5.855074339049625e-05
vai me devolver,5.8538456315198566e-05
foram enviados,6.735387767305486e-05
não recebi outro produto,8.03752948443082e-05
kits só recebi,7.994523114029211e-05
que ligar,5.851743927390503e-05
um único frete,5.8509976264916095e-05
passou data,5.8500554954544564e-05
avisando que produto,5.8483544258631235e-05
para produto ser,5.847227016853512e-05
mas dessa vez não,5.846955894771047e-05
não veio em nenhuma,5.8467351863295724e-05
minha surpresa ao,5.8462164551027e-05
constam duas,5.8460054378832125e-05
cobrei,5.844446952198144e-05
me avisaram que,6.711553313700562e-05
estou aguardando as demais,5.842424180285674e-05
só recebi unidades estou,5.842424180285674e-05
dia das unidades compradas,5.842424180285674e-05
unidades estou aguardando as,5.842424180285674e-05
recebi unidades estou aguardando,5.842424180285674e-05
unidades compradas só recebi,5.842424180285674e-05
bom dia das unidades,5.842424180285674e-05
das unidades compradas só,5.842424180285674e-05
compradas só recebi unidades,5.842424180285674e-05
resolverem,6.559706061858455e-05
telefone para ligar,5.841080597934479e-05
entregue até agora,5.841039026808161e-05
imagem de,8.229756760290901e-05
um dia no outro,5.839182082337249e-05
em um dia no,5.839182082337249e-05
como faço para devolver,6.504836228368164e-05
de solteiro não,5.836474964379524e-05
não estou satisfeito,5.836373122600987e-05
reparo,6.595528424798878e-05
lá não,5.8355319571576564e-05
valor inferior,5.834863845031187e-05
de porta,6.64038612563837e-05
está com problema,5.8323887214085e-05
indicava,6.8723447191289e-05
um prazo menor que,6.488046244373497e-05
só avaliei,5.8302328224047454e-05
produtos entregues não,5.8295942820340215e-05
para usar,0.00013308601714963732
total descaso com cliente,5.828516976202857e-05
momento nada foi,5.828177317379109e-05
na entrega quando,6.502253988828962e-05
numero de,5.827175285574572e-05
não recebi no prazo,7.559628591571966e-05
para hd,5.8258107496408114e-05
no dia 01,7.098050114024761e-05
cancelamento do pedido no,5.824665296288032e-05
satisfação pelo,7.345849492484374e-05
não sei quem,5.82431207293579e-05
parceiros da lannister,5.824116769414263e-05
entrega produto não,6.953036342906774e-05
recebi produto foi,6.976672687994618e-05
cancelado por,8.249212352965136e-05
j5,5.8233865228815525e-05
recebi os produtos errados,5.822974254890759e-05
mês para entregar,5.822907832979261e-05
pedido aguardo retorno,5.822040476292097e-05
comprado dois,6.461179966070416e-05
mesma cor,6.595549776587527e-05
pensei que era,7.566707333528308e-05
11 17,6.899429005674896e-05
nota fiscal sem,5.820358528688786e-05
já tem quase,5.820350226124142e-05
quando cheguei,5.8194885068366096e-05
recebi somente um produto,6.366461381162156e-05
de 16,7.030172694446474e-05
contém um,5.8176985723169084e-05
produto seria entregue até,5.817104979141692e-05
para minha surpresa,7.282423180460243e-05
nota da,5.81526942620367e-05
mas película,0.00010527976846110053
que vão,6.498701855416735e-05
dois quero,5.81395483776704e-05
sabendo que,6.497447433169272e-05
saiu para,5.811432557357886e-05
iria chegar,6.486270654214006e-05
02 jogos de,6.856680239866525e-05
não compro mais nesta,5.8082935352768136e-05
aliás,0.00011230589453017498
com meu pedido,0.00010038622542487805
nao tive nenhuma resposta,5.8063518411315736e-05
sempre comprei na lannister,6.515586565502165e-05
que no anúncio,5.805678376019392e-05
lixo já,5.804494797034712e-05
entregaram cartucho,5.803819513221202e-05
lannister já,6.75429487890103e-05
esse não,6.521236938743864e-05
loja como,0.0001070024196814749
mesmo lugar,5.799175855622204e-05
pelo presente,5.797692156201201e-05
na entrega sem,5.796562188074998e-05
recebo produto,6.83222825828945e-05
rosca,8.528552061369816e-05
vamos ver se,7.327793983802997e-05
meu produto estava,6.373653289712671e-05
aro 19,5.7926582576080266e-05
sendo que paguei,7.013429190881914e-05
poderia ter vindo,7.431713824217154e-05
entregue no prazo porém,6.442809201512924e-05
entrega da mercadoria,9.354201522981987e-05
em contato estou aguardando,5.786529783010042e-05
comprei só recebi já,5.786529783010042e-05
só recebi já entrei,5.786529783010042e-05
estou aguardando espero não,5.786529783010042e-05
recebi já entrei em,5.786529783010042e-05
aguardando espero não ser,5.786529783010042e-05
contato estou aguardando espero,5.786529783010042e-05
espero não ser prejudicada,5.786529783010042e-05
para stark,5.7854395227219156e-05
recebi um relógio,5.7845172524619834e-05
produto mas veio,6.461221007808028e-05
com 02,6.358321150797787e-05
entrega não se,5.781872931071911e-05
comprei produto na cor,6.344761546223776e-05
descrição dizia,7.011656696082282e-05
agora não fui,5.7803067267151974e-05
que foi por,5.780013207360071e-05
nota que,5.7795735634625865e-05
liguei na,5.77781506865982e-05
me enviaram um produto,5.777589140783472e-05
deveria ser melhor,6.991837075860203e-05
tinha recebido,6.702063902915352e-05
em são,6.40828624920301e-05
contato com lannister não,5.7733782594223133e-05
super king,5.772617710548124e-05
diferente da imagem,8.347382691822654e-05
este ainda não chegou,5.768448925980262e-05
constando como,5.766966729545651e-05
uma solicitação,6.517721927524457e-05
pra colocar,9.135714063833544e-05
um frete caro não,5.7613377277253125e-05
de 03,6.51472171810824e-05
estou muito chateado com,5.758474154951143e-05
como vai ficar agora,5.757773249350487e-05
nota fiscal dizia,5.7577617452725316e-05
um azul,7.914575098730461e-05
gerado,5.754122808842008e-05
fosse um pouco mais,6.587142347204616e-05
shop time,6.610850375827244e-05
nada nenhuma,5.751716896823151e-05
produto estou no aguardo,6.591614267768584e-05
crepe,6.552694994311569e-05
qto,0.00011270893479610252
contato de vocês,5.750443881332075e-05
no momento ainda,5.750380198249842e-05
em 25,5.74995741726636e-05
dia 22 08,5.748410625506688e-05
diferente da foto do,5.745167732581633e-05
porém faltou,6.984160250732239e-05
veio para,7.01282372354989e-05
enviadas,6.400096571481169e-05
dia 20 12,5.743698484038021e-05
não recebi cartucho,5.743060737521448e-05
um mês que comprei,5.741005509694072e-05
foi demora,7.186603937525266e-05
foram duas,5.74055865196252e-05
em contato dias,5.73928655914291e-05
no dia 23,7.211985828513934e-05
no meu caso comprei,5.738901458597454e-05
estou esperando entrega,6.986094050350096e-05
na verdade um,5.7365995814982195e-05
29 08,5.736559784671327e-05
dúvida se,7.142888825543348e-05
produto foi entregue na,7.223768173562697e-05
lojas diferentes,5.733534835467004e-05
solicito outro,5.7329636802599475e-05
por favor gostaria de,5.732651148196833e-05
favor gostaria de saber,5.732651148196833e-05
entrega após,5.7324327923549116e-05
07 2017,7.237822154461638e-05
correios nao,5.7303329725389275e-05
falar com algum,5.730254463926736e-05
do site da,5.7296574749546006e-05
caixa aberta,6.867488747409999e-05
cada unidade,5.728210642811191e-05
jogo de lencol,5.7279711877380474e-05
pergunto,5.727277896719977e-05
não recebi nenhuma resposta,5.7271789427817456e-05
demorou quase um,5.726527954165536e-05
de não ter recebido,6.472877714742749e-05
estar com,7.222194039330686e-05
produtos iguais veio,5.7227483513648e-05
na nota fiscal vieram,5.722223173828375e-05
uma compra de dois,5.722080353257639e-05
12 mas,6.418166769640377e-05
urgente pois estou,5.7209283837531265e-05
as bolinhas,7.638443758516838e-05
no site produto,7.460104550393797e-05
foi entrege,7.348700336853077e-05
com medo de não,6.399065603846208e-05
bom dia fiz compra,5.71571024650087e-05
dia fiz compra de,5.71571024650087e-05
correios consta,5.7144975152141714e-05
produto já enviei,5.7143980072546216e-05
correios estou,6.651927346083491e-05
comprei 03 unidades,5.7137202773461296e-05
de rede,5.712636203147547e-05
que está em,7.347798826700506e-05
lugar de,6.336808508738078e-05
funko pops,5.7090106368727476e-05
mas na realidade,7.015374759058853e-05
foi postado no,6.35789643789328e-05
pelo preço que,8.434410526321595e-05
quando chegou veio,5.706977197441283e-05
vezes para,6.346880406878704e-05
ter em estoque,6.50211423153748e-05
onde se encontra produto,5.703279275405326e-05
até agora não consegui,6.443416166114514e-05
antes de enviar,6.424533254500601e-05
me enviarem,5.701018717712148e-05
mais compro nessa loja,5.699569508192166e-05
correios quando,5.6991874877697953e-05
resposta no,5.6975212679381575e-05
de 20 dias não,5.6975143064573354e-05
diferente sem,5.697418136083164e-05
realizei pedido,5.696939898227339e-05
vez tive,6.457607981734376e-05
chegar em casa,6.579979663956913e-05
compro em,5.692530760031848e-05
não foi entregue corretamente,5.691958205494222e-05
vou procurar meus direitos,5.689489960137391e-05
produto da foto,9.668528410691069e-05
para evitar,0.00010035967489273173
de qualquer forma,7.245390658862379e-05
com loja por,5.688117102341532e-05
era presente fiquei,5.6874576404301084e-05
unidade cada,5.6869292864161443e-05
momento ainda não recebi,5.686774291701872e-05
fevereiro até,5.686765755418777e-05
do pedido aguardo,5.6867285652424596e-05
tanto para,8.043111880885131e-05
mandei email para,5.68461945258283e-05
os atendentes,5.684472934511597e-05
sem solução,5.683116917859233e-05
que veio faltando,6.34436509618213e-05
pedidos até agora,5.6818984803762285e-05
caixa original,6.992291674693207e-05
que iriam,5.6800512744271146e-05
saber se vou,5.6796887056474915e-05
transportadora correios,7.047977263501004e-05
pedido sendo que,5.677473710615022e-05
resposta por,5.676151204410214e-05
fica entrega sendo que,5.6758903610518646e-05
luminarias como fica entrega,5.6758903610518646e-05
que pedido conta ok,5.6758903610518646e-05
02 luminarias como fica,5.6758903610518646e-05
sendo que pedido conta,5.6758903610518646e-05
entrega sendo que pedido,5.6758903610518646e-05
ficou faltando 02 luminarias,5.6758903610518646e-05
faltando 02 luminarias como,5.6758903610518646e-05
como fica entrega sendo,5.6758903610518646e-05
mais ninguém,5.6751417157380267e-05
faltando um rolo de,5.674976773323827e-05
veio faltando um rolo,5.674976773323827e-05
três unidades de um,5.674847873167859e-05
comprei três unidades de,5.674847873167859e-05
que não tenho,6.355460419987127e-05
resolvido em,7.737973642435808e-05
todos juntos,6.523013358459228e-05
dias para chegar,8.459689449935965e-05
tem que ter,7.052442483133025e-05
de casamento,6.952789308040188e-05
dia 07 05,5.6699139220498296e-05
de trás,5.669392384696201e-05
produto chinês,6.453023107283241e-05
dia recebi produto,5.668006363234618e-05
veio preta,7.818396562741586e-05
luz do,7.152339401719898e-05
parece uma,5.660697156526539e-05
urgente da,5.6569893426774206e-05
mercadoria errada,5.6562995482650595e-05
recebi agora,7.133367435663537e-05
chegou por favor,5.654903846388681e-05
parcialmente restando alguns itens,5.6547399337667954e-05
foi entregue parcialmente restando,5.6547399337667954e-05
recebimento do produto foi,5.6547399337667954e-05
entregue parcialmente restando alguns,5.6547399337667954e-05
dia 27 08,6.393237039483759e-05
na véspera,6.638153050048114e-05
no nome,5.6524757640728146e-05
porém apenas um,5.6506516350405694e-05
ainda péssimo,5.649484511379221e-05
não tive uma resposta,5.6490681738504167e-05
veio errado pedi,5.648585492005507e-05
confirmo,6.28956196229256e-05
kits só veio,5.647693897045378e-05
já estamos,5.645678712143001e-05
de informar,5.645673879635361e-05
já fiz reclamação no,5.645566894823423e-05
aí paguei,5.643859620333282e-05
caixas de lápis de,5.6423265084016896e-05
estão faltando caixas de,5.6423265084016896e-05
caixas apenas estão faltando,5.6423265084016896e-05
as caixas apenas estão,5.6423265084016896e-05
de lápis de cor,5.6423265084016896e-05
não recebi as caixas,5.6423265084016896e-05
recebi as caixas apenas,5.6423265084016896e-05
apenas estão faltando caixas,5.6423265084016896e-05
faltando caixas de lápis,5.6423265084016896e-05
houve algum problema,6.96827992996939e-05
selo do inmetro,6.64607002234338e-05
dinheiro de volta ainda,5.638438177751122e-05
produto ainda não tive,6.450195435788199e-05
no dia 15,5.636521516395064e-05
não atingiu,5.636438687903316e-05
comprar nada,5.63595492128528e-05
qualidade parece,6.716895057283651e-05
produto não me,7.616239378949581e-05
sacolas,8.964114471822063e-05
de um mesmo produto,5.6312456463454016e-05
as lojas lannister não,5.6309700546388544e-05
outro ou,6.281802353869594e-05
mp3 player,7.551057162510168e-05
eu nem,8.856427304787325e-05
só chegou apenas,5.6288201122538166e-05
poderei avaliar,6.39466024152524e-05
faltando parafusos,6.507475202764982e-05
fez uma,5.627580031576553e-05
para ninguém,6.568737444360745e-05
para dois,6.547944972543619e-05
stark consta,5.6266048668116296e-05
que seja feita troca,5.625996131700245e-05
embalagem da,5.625363339205409e-05
para uma nova,5.625262589395955e-05
compra comprei,6.448313549908255e-05
não condiz com foto,5.622106484486184e-05
já chegaram,5.621045815714137e-05
pois produto não,5.6210290878519275e-05
de costura,6.383721499044834e-05
ruins,7.1964717020792e-05
um produto em,5.617133545098714e-05
respeito das,5.616688942823916e-05
aos dois,5.615477344764723e-05
considerando,8.259043304029275e-05
tenho que fazer,5.614916266274701e-05
muito insatisfeita com,5.614415268024925e-05
vez compro,8.181324455128277e-05
entregaram na cor,7.114658139028644e-05
loja poderia,6.430190970230205e-05
comprei caixas de lente,5.6120035168741676e-05
poltronas,6.724798140005386e-05
pacotes sendo que comprei,5.6117839746098916e-05
dois pacotes sendo que,5.6117839746098916e-05
que comprei cincos pacotes,5.6117839746098916e-05
sendo que comprei cincos,5.6117839746098916e-05
so recebi dois pacotes,5.6117839746098916e-05
recebi dois pacotes sendo,5.6117839746098916e-05
um perfume,7.200997287222195e-05
rastreamento diz que,5.60940631577445e-05
muito difícil contato com,5.609186377639517e-05
produto para venda,6.336309172512371e-05
defeito com,6.355483478636923e-05
parte do pedido comprei,5.60771382751069e-05
do produto não veio,6.414817842059813e-05
so demorou,7.067618779621734e-05
quero devolução do meu,5.6050710078490467e-05
tenho uma,9.983773286491746e-05
entregue os outros,5.604144011591887e-05
garrafa de,6.792248468506153e-05
eu comprei unidades do,5.604006419626994e-05
produto nao esta,6.292840654868756e-05
04 até agora,5.5998169842465024e-05
não emitiu nota fiscal,5.5971099740230327e-05
produto pela,8.252350758291805e-05
do prazo mas produto,6.412441284971868e-05
eu recebi as,5.5947740437976955e-05
um porém,7.412615923664705e-05
uma tentativa,6.372122948010573e-05
só 01,5.591876755267148e-05
quero devolvê lo,5.589526353925245e-05
não solicitei,5.588292858559027e-05
chegou agora,6.81710057193749e-05
trocar vou,5.58532323238373e-05
vou reclamar,5.58430413299228e-05
mas esperava,8.064725072723336e-05
solicitados,5.583628066759785e-05
cabo rca,6.716238056916566e-05
nenhuma ligação,5.581280907431248e-05
duas compras uma,5.5795312643926465e-05
fiquei no,5.577914388393562e-05
no contato,5.575539127913451e-05
tentei realizar troca,5.5750824705911174e-05
tem mesmo,6.565661650210435e-05
número da,6.512031831073412e-05
momento nada de,5.57389384742856e-05
tamanhos diferentes,6.436413910749177e-05
loja vai,5.571896314774432e-05
vários dias,7.560810186444613e-05
que empresa não,5.570355812957271e-05
em duas partes,5.569488630146688e-05
produto comprado não,6.7458493278018e-05
mas vieram quebrados como,5.566593514176658e-05
proceder para que sejam,5.566593514176658e-05
termômetros mas vieram quebrados,5.566593514176658e-05
quebrados como devo proceder,5.566593514176658e-05
vieram quebrados como devo,5.566593514176658e-05
comprei termômetros mas vieram,5.566593514176658e-05
para que sejam trocados,5.566593514176658e-05
devo proceder para que,5.566593514176658e-05
finalizado,5.566132305009149e-05
dois que comprei,5.56586284291477e-05
entregaram quero,5.5656488111090186e-05
chegou relógio,5.565020828101118e-05
desisti da compra,5.5647924671819735e-05
se esta,6.316124836125492e-05
falar com vcs,5.562495245423466e-05
mesma qualidade,7.204905342459588e-05
por que eu,5.56108605302602e-05
estou aguardando alguma,5.5593102318639016e-05
específica,5.558533284631781e-05
cabo usb,8.024550109833478e-05
que fornecedor,6.475301268805846e-05
sim da,5.5571237363874263e-05
estava escrito,7.176048083002875e-05
esta unidade,5.556226511501838e-05
de alumínio,7.788988026279583e-05
informaram que produto,6.229338363441951e-05
perdeu,6.899889418347624e-05
falta outro,6.720563196685388e-05
nota dos,5.5540161655299044e-05
22 03,5.5538403748258306e-05
furada,6.825925308910868e-05
mensagens que,5.553565513242155e-05
nada no,6.322737843581203e-05
não foi mesmo que,5.549447559529227e-05
veio com avarias,5.548076161739344e-05
um pacote com,5.546617920641017e-05
apenas estou no aguardo,5.546563054456774e-05
se vou receber ou,5.5462547075493575e-05
mal embalado sem,6.276411765561105e-05
toda mercadoria,5.545939730255426e-05
ainda não os recebi,5.5416245565347603e-05
os produtos em,6.385615607341996e-05
informam que,5.5402611511171076e-05
consta na nota,6.953510004473307e-05
enviar um,6.373088074606222e-05
foi de produtos,5.5369828989439626e-05
abrimos,6.453758318892503e-05
recebi perfume,5.5337807075710085e-05
não loja,7.560332046775742e-05
não tive nenhuma satisfação,5.532464484472868e-05
entregaram os produtos,8.635944231986726e-05
numa caixa,0.00011291034897449599
trocando,6.784270457894635e-05
aguardando retorno do vendedor,5.528382627580668e-05
para esta,5.526393244340134e-05
conseguir trocar,5.5260786317021074e-05
por falta de estoque,5.5255334930972536e-05
apenas tive,5.52490328676501e-05
veio com defeito de,6.409987434061206e-05
outro item,5.5213857701299844e-05
plástico de,5.520662188524011e-05
pedido pagamento,5.518715699647623e-05
constando apenas,5.518036405549335e-05
ser ressarcido,5.517010545978202e-05
da compra recebi,5.516935978365369e-05
produto preciso de,5.516043321085154e-05
que tecido,6.548549832841627e-05
levou quase,6.32422068406406e-05
pagamento não,6.159543137739967e-05
problema quanto,5.509215298851624e-05
dado como entregue,5.5082471474657444e-05
porém já,6.698363749885753e-05
problemas não,5.50773002203492e-05
disponível no,5.505828017694406e-05
me sentindo,6.260015453025611e-05
dos correios para,6.12198402305824e-05
12v,6.633618743578943e-05
foi entregue dia,8.293482845637799e-05
dei uma estrela,5.503073211950899e-05
que se trata de,6.373597066766515e-05
3ª,5.501126834766688e-05
foto no site,7.457149446483033e-05
momento chegou,5.4983918274018936e-05
pedi produtos iguais,5.498361908378533e-05
me sinto lesado,5.4982460437843495e-05
de telefone para,6.376049678416631e-05
de estar dentro do,6.310351784532957e-05
estar dentro do prazo,6.310351784532957e-05
apesar de estar dentro,6.310351784532957e-05
nem na,5.4971793170904606e-05
política de,6.244391175930862e-05
quem recebeu,7.581861042321329e-05
no reclame aqui,6.308653296056928e-05
se realmente,0.00011027294950348065
nacional,7.098514154022584e-05
item gostaria de saber,5.4925499206199477e-05
está faltando 01 item,5.4925499206199477e-05
01 item gostaria de,5.4925499206199477e-05
faltando 01 item gostaria,5.4925499206199477e-05
tinha saído,5.4919130221533935e-05
mas me entregaram,6.796753123403747e-05
que embalagem,8.409754757039145e-05
mais qualidade,6.287870703625865e-05
produto ainda não recebi,6.201550563595658e-05
eu adquiri 03 unidades,5.4843112665691416e-05
unidades eu adquiri 03,5.4843112665691416e-05
preto foi entregue só,5.4843112665691416e-05
do produto 60xl preto,5.4843112665691416e-05
02 unidades eu adquiri,5.4843112665691416e-05
60xl preto foi entregue,5.4843112665691416e-05
foi entregue só 02,5.4843112665691416e-05
produto 60xl preto foi,5.4843112665691416e-05
só 02 unidades eu,5.4843112665691416e-05
entregue só 02 unidades,5.4843112665691416e-05
pois preciso,7.57253432689563e-05
dias até agora não,5.4823247243317874e-05
no dia 18,6.69541454804045e-05
dessa compra,7.904578111263863e-05
de entrega pois,6.347095077172588e-05
por parte da empresa,5.478664050438699e-05
estarei procurando,5.477983635621412e-05
queria lençol,5.477183844427115e-05
produto ou devolução,5.476776949080258e-05
até momento apenas 01,5.4758007644999915e-05
produto mas recebi até,5.4758007644999915e-05
recebi até momento apenas,5.4758007644999915e-05
mas recebi até momento,5.4758007644999915e-05
comprei 05 unidades do,5.4758007644999915e-05
05 unidades do produto,5.4758007644999915e-05
isso quando,5.475152089876206e-05
atende telefone,5.4745922884515775e-05
depois de ter,6.951134334151115e-05
pois já paguei,5.4729543877180404e-05
fora não,5.4721044901649205e-05
um retorno sobre,5.471379274128632e-05
entrega nem,7.922825150964152e-05
culpa da loja,7.256526109786348e-05
retirar produto na,5.4694177720806125e-05
de hj,5.467912432892067e-05
não foi entregue entregaram,5.4675447855507075e-05
no site que foi,5.4672441662818955e-05
site que foi entregue,5.4672441662818955e-05
vale para,6.117151106660054e-05
nada resolvido,6.0818203941339476e-05
09 2017,6.607339071657407e-05
cabo para,5.464604406814023e-05
enviei uma reclamação,5.4644648069045985e-05
sling,0.00010247478095174809
favor peço,5.463570171156972e-05
produto peço,5.462053032761278e-05
do perfume,8.220985597230501e-05
pois eu paguei,5.4612526130132115e-05
de 30 dias para,5.459910170854392e-05
contato para efetuar troca,5.4594107437793016e-05
chegou apenas nota fiscal,6.651779846729277e-05
navalha,9.857631768660464e-05
apenas unidade não as,5.456588001784776e-05
como consta no pedido,5.456588001784776e-05
entregue porém apenas unidade,5.456588001784776e-05
porém apenas unidade não,5.456588001784776e-05
unidade não as como,5.456588001784776e-05
as como consta no,5.456588001784776e-05
foi entregue porém apenas,5.456588001784776e-05
não as como consta,5.456588001784776e-05
suja,0.00011342376579857778
caixa apenas com um,5.455639575953596e-05
